category,rank,prompt_id,generation_id,seed,target_phonics,n_targets,likely_cause,notes,compliance_delta,base_decodability_compliance,tuned_decodability_compliance,base_above_level_rate,tuned_above_level_rate,base_weighted_above_level_rate,tuned_weighted_above_level_rate,base_target_satisfaction_rate,tuned_target_satisfaction_rate,base_word_count,tuned_word_count,tuned_decodability_adherence_score,tuned_target_phonics_pattern_emphasis_score,tuned_coherence_score,tuned_narrative_completeness_score,tuned_overall_spec_adherence_score,base_decodability_adherence_score,base_target_phonics_pattern_emphasis_score,base_coherence_score,base_narrative_completeness_score,tuned_story,base_story,tuned_decodability_adherence_justification,tuned_target_phonics_pattern_emphasis_justification,tuned_coherence_justification,tuned_narrative_completeness_justification
low_decodability_adherence,1,short_vowels_1,3,1003,short-vowel words,1,training-data coverage,Tuned subjective decodability_adherence_score == 0. n_tuned_flagged=11/21.,0.2477,0.4313,0.679,0.5687,0.321,2.1754,1.2099,1.0,1.0,211,81,0,0,1,1,0,0,0,0,0,"Title: A Hot Day at Home

Dad is sitting on the couch watching a movie while Mom is reading a book.  
I am getting ready to go for lunch with Dad.  
Mom says I can take my hat if it’s hot outside.  
I get to the kitchen and find two pots of soup in the sink.  
The pot has a lid, so it will be good to heat up the soup.  
When I put the lid back, the pot is warm!","**The Little Red Rabbit's Adventure**

One day, the little red rabbit found a small box full of shiny toys. Inside, there was a picture of a big, happy elephant. The elephant had a special tool, a tiny stick and a bunch of colorful buttons. The rabbit was curious and asked what the elephant did with its tools.

The elephant said, ""I like to play games with my friends!"" Then it pointed to a toy hop on the floor. The rabbit saw the toy hop and thought, ""Oh! That's a short vowel word."" She giggled and played with her own hop. Soon after, she found another toy—a red one. The red color made her smile, and she realized that the colors could be a short vowel pair.

Next, she found a cat. The cat was cute, so she named her friend a cat. And then, the rabbit found a sit. It was a simple word, and…","The story includes several above-level words and patterns such as 'watching,' 'movie,' 'reading,' 'lunch,' 'kitchen,' 'find,' 'soup,' and 'outside,' which are not short-vowel words.","Short-vowel words are rarely emphasized, with most content relying on above-level vocabulary.","The story is mostly understandable but contains some confusing transitions and unclear actions, such as the sudden focus on soup and the warm pot.",The story has a beginning and middle but lacks a clear ending or resolution.
low_decodability_adherence,2,diphthongs_digraphs_1,1,1001,"diphthongs, consonant digraphs",2,rule-based evaluation limitation,Tuned subjective decodability_adherence_score == 0. additional flagged example.,0.1634,0.7981,0.9615,0.2019,0.0385,0.2019,0.0385,1.0,0.5,208,78,0,0,0,0,0,0,0,0,0,"Title: The Big Dog

The dog has a big tail, he can run fast,
His fur is white on his back.
He likes to jump high when it’s hot outside,
But he doesn’t like to play if there is no rain.
The cat likes to nap at night while the sun shines,
but she can get lost by the moonlight.
They have a long way to go on their trip!
Their big tails will help them stay safe!","**The Happy Garden of Lila**

In a small village nestled between two hills, there lived a girl named Lila who loved playing with her stuffed animals. One day, she found a box full of toys. She opened it and saw a big picture on the front. It was a map to a faraway land where all the stars were alive.

Lila had always thought of herself as a curious child, but one day she realized something new. The stars didn’t just shine; they sang stories. They told tales about adventure and magic. Each star had its own name—*a brave knight*, *a wise owl*, *a happy rabbit*—and each one had their own special way to tell their story.

One night, the sky began to change colors. A storm came, but instead of rain, there were clouds made from dreams. These clouds were real and could be heard by Lila, who felt…","The story uses many words outside the diphthongs and consonant digraphs progression, such as 'outside,' 'doesn’t,' and 'moonlight.'","There is almost no emphasis on diphthongs or consonant digraphs, with very few target-pattern words present.","The story is confusing and disjointed, with unclear relationships between events and characters.","The story lacks a clear beginning, middle, and ending, instead presenting a series of loosely connected statements."
low_decodability_adherence,3,diphthongs_digraphs_1,3,1003,"diphthongs, consonant digraphs",2,rule-based evaluation limitation,Tuned subjective decodability_adherence_score == 0. additional flagged example.,0.1961,0.7401,0.9362,0.2599,0.0638,0.2599,0.0638,1.0,0.0,177,47,0,0,2,1,0,0,0,1,2,"Title: A Trip to the Beach

Dad and Mom went on a trip to the beach.  
We were all wet and tired! We had a good time.  
Mom took us to the sand and gave us treats.  
The sun was shining down and we laughed so much.","**The Magic Treehouse Adventure**

Once upon a time, there lived a small wooden house called The Magic Treehouse. It had a big tree and it was full of toys and colorful things. Each day, the house had a special job — the trees would plant flowers to make the garden bloom. But one day, the tree suddenly started to grow taller than before, and the whole house looked grander and more magical.

Then one morning, a boy named Max came to The Magic TreeHOUSE. He saw something very strange on the tree — it was growing up. And he could see that the magic was inside. So he asked everyone else around the house if they knew how this happened. They all said they didn't know what was happening.

But then, one by one, they started to understand. The trees were becoming stronger, and they couldn’t stop g…","The story uses several words above the diphthongs and consonant digraphs level, such as 'beach,' 'tired,' 'treats,' and 'shining,' which are not decodable at the requested level.",There are no clear examples of diphthongs or consonant digraphs practiced in the story.,The story is easy to follow and internally consistent.,"The story has a loose beginning, middle, and end, but transitions are weak and the ending is abrupt."
low_decodability_adherence,4,final_e_blends_1,2,1002,"final-e words, consonant blends",2,training-data coverage,Tuned subjective decodability_adherence_score == 0. additional flagged example.,0.1525,0.5659,0.7184,0.4341,0.2816,1.3512,0.7282,1.0,1.0,205,103,0,1,1,1,0,0,0,2,2,"Title: The Big Race

Mia and Sam have to race to get first place at school. They both need to run fast.
It is Mia’s turn. She can’t wait to get first. When she gets to the finish line,
she feels so proud of herself. Mia and Sam will be the best team for next year!
When they meet their rivals in the big race, Mia wins by 10 seconds. But when it’s
Sam’s turn to race, he does not let his friends down. He runs faster than all his
friends. It is amazing how much each of them has made this race fun!","**The Happy Forest Adventure**

In a small forest called Maple Grove, there lived a curious little fox named Muffy. One day, while exploring the woods, Muffy noticed a new creature – a wise old owl who had been on the tree for many years.

The owl said, “I see you have a friend here, Muffy. The forest is full of wonders to discover.” With that, Muffy followed the owl to a hidden path where a long, stone bridge met a big oak tree. As they walked up, they heard a soft sound. It was a song from a young bird, who had just learned to fly.

“Now I can fly,” the bird said. Then, when it turned, a group of animals came together. They were all curious about nature and each could tell what was happening around them.

Muffy was especially happy because he saw many things that showed the beauty of th…","The story contains many above-level words (e.g., 'amazing', 'rivals', 'proud', 'finish', 'friends', 'school', 'seconds', 'each', 'much', 'year', 'does', 'himself'), which are not decodable at the requested level.","Some final-e words ('race', 'place', 'line', 'made') and a few blends ('first', 'friends', 'school') appear, but the patterns are not strongly or consistently emphasized.","The story is mostly understandable, but the sequence of events and team structure are somewhat confusing.","The story has a beginning, middle, and end, but transitions are weak and the ending is abrupt."
low_decodability_adherence,5,final_e_blends_1,3,1003,"final-e words, consonant blends",2,conflicting training objectives,Tuned subjective decodability_adherence_score == 0. additional flagged example.,0.0814,0.6259,0.7073,0.3741,0.2927,1.0816,0.8415,1.0,0.5,147,82,0,0,0,1,0,0,0,2,2,"Title: A Trip to the Farmyard

The family has just left their house for a trip to the farmyard.  
They will ride on their horses to see the animals there!  
As they ride by the barn, they spot many small birds on the grass.  
They run into a big red cow who looks very sad.  
The cows are happy to be at the farm, so the cows give them a big hug.  
Then they look back at the farm and say goodbye!","**The Happy Forest Adventure**

In a small forest where the trees were all tall and green, there lived a young fox named Max. One day, Max heard a sound so loud it made his heart jump. He ran to the edge of the forest and saw a big white bear standing on a high hill. The bear was full of energy and had a shiny red fur.

Max thought, “I wonder if I can help this bear.” He decided to go with the bear and helped him find food for himself. Together they found a big pile of apples, bananas, and nuts.

Now, when Max looked back, he saw the bear still happy and the forest full of wild animals. They shared their favorite foods and stayed together long after the bear left.

That's how the forest continued to grow and prosper, filled with joy and friendship. 🌟","The story uses above-level vocabulary and multisyllabic words like 'family,' 'animals,' and 'goodbye,' which exceed the requested phonics progression.",There are almost no final-e words or consonant blends practiced in the story.,"The story is confusing and internally inconsistent, especially with the cows giving hugs and being both sad and happy.","The story has a beginning, middle, and end, but transitions are weak and the ending is abrupt."
low_target_phonics_emphasis,1,short_vowels_1,3,1003,short-vowel words,1,training-data coverage,Tuned target_phonics_pattern_emphasis_score == 0. n_tuned_flagged=13/21.,0.2477,0.4313,0.679,0.5687,0.321,2.1754,1.2099,1.0,1.0,211,81,0,0,1,1,0,0,0,0,0,"Title: A Hot Day at Home

Dad is sitting on the couch watching a movie while Mom is reading a book.  
I am getting ready to go for lunch with Dad.  
Mom says I can take my hat if it’s hot outside.  
I get to the kitchen and find two pots of soup in the sink.  
The pot has a lid, so it will be good to heat up the soup.  
When I put the lid back, the pot is warm!","**The Little Red Rabbit's Adventure**

One day, the little red rabbit found a small box full of shiny toys. Inside, there was a picture of a big, happy elephant. The elephant had a special tool, a tiny stick and a bunch of colorful buttons. The rabbit was curious and asked what the elephant did with its tools.

The elephant said, ""I like to play games with my friends!"" Then it pointed to a toy hop on the floor. The rabbit saw the toy hop and thought, ""Oh! That's a short vowel word."" She giggled and played with her own hop. Soon after, she found another toy—a red one. The red color made her smile, and she realized that the colors could be a short vowel pair.

Next, she found a cat. The cat was cute, so she named her friend a cat. And then, the rabbit found a sit. It was a simple word, and…","The story includes several above-level words and patterns such as 'watching,' 'movie,' 'reading,' 'lunch,' 'kitchen,' 'find,' 'soup,' and 'outside,' which are not short-vowel words.","Short-vowel words are rarely emphasized, with most content relying on above-level vocabulary.","The story is mostly understandable but contains some confusing transitions and unclear actions, such as the sudden focus on soup and the warm pot.",The story has a beginning and middle but lacks a clear ending or resolution.
low_target_phonics_emphasis,2,diphthongs_digraphs_1,1,1001,"diphthongs, consonant digraphs",2,generation behavior,Tuned target_phonics_pattern_emphasis_score == 0. additional flagged example.,0.1634,0.7981,0.9615,0.2019,0.0385,0.2019,0.0385,1.0,0.5,208,78,0,0,0,0,0,0,0,0,0,"Title: The Big Dog

The dog has a big tail, he can run fast,
His fur is white on his back.
He likes to jump high when it’s hot outside,
But he doesn’t like to play if there is no rain.
The cat likes to nap at night while the sun shines,
but she can get lost by the moonlight.
They have a long way to go on their trip!
Their big tails will help them stay safe!","**The Happy Garden of Lila**

In a small village nestled between two hills, there lived a girl named Lila who loved playing with her stuffed animals. One day, she found a box full of toys. She opened it and saw a big picture on the front. It was a map to a faraway land where all the stars were alive.

Lila had always thought of herself as a curious child, but one day she realized something new. The stars didn’t just shine; they sang stories. They told tales about adventure and magic. Each star had its own name—*a brave knight*, *a wise owl*, *a happy rabbit*—and each one had their own special way to tell their story.

One night, the sky began to change colors. A storm came, but instead of rain, there were clouds made from dreams. These clouds were real and could be heard by Lila, who felt…","The story uses many words outside the diphthongs and consonant digraphs progression, such as 'outside,' 'doesn’t,' and 'moonlight.'","There is almost no emphasis on diphthongs or consonant digraphs, with very few target-pattern words present.","The story is confusing and disjointed, with unclear relationships between events and characters.","The story lacks a clear beginning, middle, and ending, instead presenting a series of loosely connected statements."
low_target_phonics_emphasis,3,diphthongs_digraphs_1,2,1002,"diphthongs, consonant digraphs",2,conflicting training objectives,Tuned target_phonics_pattern_emphasis_score == 0. additional flagged example.,0.1211,0.8294,0.9505,0.1706,0.0495,0.1706,0.0495,1.0,0.5,170,101,2,0,1,1,0,0,1,1,1,"Title: The Fish and the Boat

The boat was on a long trip by the sea when it saw a big red dog. It ran up to see him. “Oh no!” cried Sam. “Is this the dog?” asked Ben. Sam put his hand on the top of the boat. He got a new hat from his dad. He went inside to see if he could get help. When they were off the boat, Sam took a nap on a log. Ben sat beside him for a while. After a while, Sam and Ben had fun in their time on the water.","**The Sunny Farm and Its Friends**

One day, there was a new friend named Mr. Piggy who came to live on the farm. The old farmer had a garden full of flowers, but now Mr. Pig was growing vegetables from seeds. He brought in a big pot of tomatoes, carrots, and a bunch of strawberries.

The farmers were all happy to see him come. They planted more crops together and made new toys with their own hands. One day, they found a special toy called ""the Fish."" It was a small boat, and it could go far. The water was blue.

Then one morning, the group decided to play games. They played hopscotch, chased each other around the farm, and even built a new bridge. They learned how to move faster than the others.

After a long time, the friends left the farm for another day. They went home, and Mr. Pig st…","The vocabulary stays within or below the requested phonics progression, with no above-level words.","Diphthongs and consonant digraphs are almost entirely absent from the story, with only 'boat' and 'fish' (in the title) as possible examples.","The story is mostly understandable but contains confusing elements, such as the unclear role of the dog and inconsistent actions.","The story has a loose beginning, middle, and end, but transitions are weak and the ending is abrupt."
low_target_phonics_emphasis,4,diphthongs_digraphs_1,3,1003,"diphthongs, consonant digraphs",2,conflicting training objectives,Tuned target_phonics_pattern_emphasis_score == 0. additional flagged example.,0.1961,0.7401,0.9362,0.2599,0.0638,0.2599,0.0638,1.0,0.0,177,47,0,0,2,1,0,0,0,1,2,"Title: A Trip to the Beach

Dad and Mom went on a trip to the beach.  
We were all wet and tired! We had a good time.  
Mom took us to the sand and gave us treats.  
The sun was shining down and we laughed so much.","**The Magic Treehouse Adventure**

Once upon a time, there lived a small wooden house called The Magic Treehouse. It had a big tree and it was full of toys and colorful things. Each day, the house had a special job — the trees would plant flowers to make the garden bloom. But one day, the tree suddenly started to grow taller than before, and the whole house looked grander and more magical.

Then one morning, a boy named Max came to The Magic TreeHOUSE. He saw something very strange on the tree — it was growing up. And he could see that the magic was inside. So he asked everyone else around the house if they knew how this happened. They all said they didn't know what was happening.

But then, one by one, they started to understand. The trees were becoming stronger, and they couldn’t stop g…","The story uses several words above the diphthongs and consonant digraphs level, such as 'beach,' 'tired,' 'treats,' and 'shining,' which are not decodable at the requested level.",There are no clear examples of diphthongs or consonant digraphs practiced in the story.,The story is easy to follow and internally consistent.,"The story has a loose beginning, middle, and end, but transitions are weak and the ending is abrupt."
low_target_phonics_emphasis,5,final_e_blends_1,1,1001,"final-e words, consonant blends",2,generation behavior,Tuned target_phonics_pattern_emphasis_score == 0. additional flagged example.,0.3084,0.6202,0.9286,0.3798,0.0714,1.125,0.1786,1.0,0.0,208,28,2,0,0,0,0,0,0,1,0,"Title: The Big Bat

The bat is big.  
The bat has a lot of fun.  
The bats can play in the sun.  
There was a bat at home.","**The Happy Garden of Lila**

Lila was a young girl who lived in a small garden. She loved to play with her friends and her dog, Max. One day, they decided to go on an adventure together. They wanted to visit a place called ""The Grove of Echoes."" There, they would find old books, shiny stones, and colorful flowers.

As they walked through the grove, they met a wise old man named Grumble. He told them about a magical tree that could bring new stories to life. The tree had many fruits, each one different every year. But the most interesting fruit was a cherry that said, “I am happy.” 

Max got a cherry, and soon after, they found more stories hidden within the trees. Each tree told a tale from their lives. The first one was a cat with a big tail, but now it's a friendly squirrel. The second…","All vocabulary stays within the short-vowel and basic consonant patterns, which is below the requested ceiling.",Neither final-e words nor consonant blends are present in the story.,The sentences are disjointed and do not form a logical or consistent narrative.,"The story lacks a clear beginning, middle, and ending, and reads as a disconnected set of statements."
low_coherence,1,short_vowels_1,2,1002,short-vowel words,1,generation behavior,Tuned coherence_score == 0. n_tuned_flagged=9/21.,0.2956,0.3869,0.6825,0.6131,0.3175,2.5779,0.9683,1.0,1.0,199,63,0,0,0,0,0,0,0,1,0,"Title: The Cat and the Dog

The dog is playing outside when it sees the cat.
The cat jumps onto the dog’s back to play.
When they get home, the dog will run fast for the cat.
“Can you help me get the cat,” said the dog.
“Yes!” ran the cat up high and down.
The cat was so happy to see them!","**The Happy Forest of Squirrels**

In the heart of the forest lived a small group of squirrels. They had long been friends, sharing their favorite places—honeycombs, nests, and trees. The main tree was called Maple Tree, which had many holes filled with seeds from all the fruits grown by the squirrels. 

One day, a new squirrel came to join them. She was named Sparky. She loved singing songs, playing games, and exploring new places. Soon after, more squirrels joined the group, each bringing their own unique skills and ideas. There were no longer just the usual ones—they were all part of a big family.

One morning, the group went on a journey. They traveled through different kinds of woods, meeting birds, animals, and even a river. Along the way, they learned about nature and made new frie…","The story includes above-level words such as 'playing,' 'outside,' 'jumps,' 'onto,' 'back,' 'home,' and 'happy,' which are not short-vowel words.","Short-vowel words are rarely present, and most words do not practice the target pattern.","The story is confusing, with unclear actions and dialogue that do not logically connect, making it difficult to follow.","The story is disjointed, lacks a clear sequence of events, and does not have a clear beginning, middle, and ending."
low_coherence,2,blends_digraphs_1,1,1001,"consonant blends, consonant digraphs",2,generation behavior,Tuned coherence_score == 0. additional flagged example.,0.4282,0.4977,0.9259,0.5023,0.0741,1.9302,0.2593,1.0,0.0,215,27,2,1,0,0,0,0,0,0,0,"Title: The Frog

The frog is in the pond.  
The frog jumps to the moon.  
The sun shines on the frog.  
The dog runs past the pond.","**The Happy Forest Adventure**

One day, a little red squirrel named Mira noticed something unusual in her favorite forest. She found a small tree with big leaves and a bright red apple on top of it. As she looked around, she saw a new animal—a curious yellow bear who was always looking for adventure.

The bear had been following Mira all over the forest, but now they were together! They both wanted to explore more. After a while, Mira helped the bear find a safe place to rest by building a tiny nest made from sticks and leaves. The bear said, “I can take you somewhere,” and they both started walking through the forest.

As they walked, they met many interesting creatures: a wise old owl, a clever fox, and a funny eagle. They learned about different animals and how they lived. Mira was es…",All vocabulary stays within the allowed phonics progression of consonant blends and digraphs.,"There are a few words with consonant blends and digraphs, but the patterns are not emphasized throughout.",The events are disjointed and do not form a logical or understandable sequence.,"The story lacks a clear beginning, middle, and ending, and reads as a disconnected set of statements."
low_coherence,3,diphthongs_digraphs_1,1,1001,"diphthongs, consonant digraphs",2,generation behavior,Tuned coherence_score == 0. additional flagged example.,0.1634,0.7981,0.9615,0.2019,0.0385,0.2019,0.0385,1.0,0.5,208,78,0,0,0,0,0,0,0,0,0,"Title: The Big Dog

The dog has a big tail, he can run fast,
His fur is white on his back.
He likes to jump high when it’s hot outside,
But he doesn’t like to play if there is no rain.
The cat likes to nap at night while the sun shines,
but she can get lost by the moonlight.
They have a long way to go on their trip!
Their big tails will help them stay safe!","**The Happy Garden of Lila**

In a small village nestled between two hills, there lived a girl named Lila who loved playing with her stuffed animals. One day, she found a box full of toys. She opened it and saw a big picture on the front. It was a map to a faraway land where all the stars were alive.

Lila had always thought of herself as a curious child, but one day she realized something new. The stars didn’t just shine; they sang stories. They told tales about adventure and magic. Each star had its own name—*a brave knight*, *a wise owl*, *a happy rabbit*—and each one had their own special way to tell their story.

One night, the sky began to change colors. A storm came, but instead of rain, there were clouds made from dreams. These clouds were real and could be heard by Lila, who felt…","The story uses many words outside the diphthongs and consonant digraphs progression, such as 'outside,' 'doesn’t,' and 'moonlight.'","There is almost no emphasis on diphthongs or consonant digraphs, with very few target-pattern words present.","The story is confusing and disjointed, with unclear relationships between events and characters.","The story lacks a clear beginning, middle, and ending, instead presenting a series of loosely connected statements."
low_coherence,4,final_e_blends_1,1,1001,"final-e words, consonant blends",2,generation behavior,Tuned coherence_score == 0. additional flagged example.,0.3084,0.6202,0.9286,0.3798,0.0714,1.125,0.1786,1.0,0.0,208,28,2,0,0,0,0,0,0,1,0,"Title: The Big Bat

The bat is big.  
The bat has a lot of fun.  
The bats can play in the sun.  
There was a bat at home.","**The Happy Garden of Lila**

Lila was a young girl who lived in a small garden. She loved to play with her friends and her dog, Max. One day, they decided to go on an adventure together. They wanted to visit a place called ""The Grove of Echoes."" There, they would find old books, shiny stones, and colorful flowers.

As they walked through the grove, they met a wise old man named Grumble. He told them about a magical tree that could bring new stories to life. The tree had many fruits, each one different every year. But the most interesting fruit was a cherry that said, “I am happy.” 

Max got a cherry, and soon after, they found more stories hidden within the trees. Each tree told a tale from their lives. The first one was a cat with a big tail, but now it's a friendly squirrel. The second…","All vocabulary stays within the short-vowel and basic consonant patterns, which is below the requested ceiling.",Neither final-e words nor consonant blends are present in the story.,The sentences are disjointed and do not form a logical or consistent narrative.,"The story lacks a clear beginning, middle, and ending, and reads as a disconnected set of statements."
low_coherence,5,final_e_blends_1,3,1003,"final-e words, consonant blends",2,conflicting training objectives,Tuned coherence_score == 0. additional flagged example.,0.0814,0.6259,0.7073,0.3741,0.2927,1.0816,0.8415,1.0,0.5,147,82,0,0,0,1,0,0,0,2,2,"Title: A Trip to the Farmyard

The family has just left their house for a trip to the farmyard.  
They will ride on their horses to see the animals there!  
As they ride by the barn, they spot many small birds on the grass.  
They run into a big red cow who looks very sad.  
The cows are happy to be at the farm, so the cows give them a big hug.  
Then they look back at the farm and say goodbye!","**The Happy Forest Adventure**

In a small forest where the trees were all tall and green, there lived a young fox named Max. One day, Max heard a sound so loud it made his heart jump. He ran to the edge of the forest and saw a big white bear standing on a high hill. The bear was full of energy and had a shiny red fur.

Max thought, “I wonder if I can help this bear.” He decided to go with the bear and helped him find food for himself. Together they found a big pile of apples, bananas, and nuts.

Now, when Max looked back, he saw the bear still happy and the forest full of wild animals. They shared their favorite foods and stayed together long after the bear left.

That's how the forest continued to grow and prosper, filled with joy and friendship. 🌟","The story uses above-level vocabulary and multisyllabic words like 'family,' 'animals,' and 'goodbye,' which exceed the requested phonics progression.",There are almost no final-e words or consonant blends practiced in the story.,"The story is confusing and internally inconsistent, especially with the cows giving hugs and being both sad and happy.","The story has a beginning, middle, and end, but transitions are weak and the ending is abrupt."
incomplete_narrative,1,short_vowels_1,2,1002,short-vowel words,1,generation behavior,Tuned narrative_completeness_score == 0. n_tuned_flagged=8/21.,0.2956,0.3869,0.6825,0.6131,0.3175,2.5779,0.9683,1.0,1.0,199,63,0,0,0,0,0,0,0,1,0,"Title: The Cat and the Dog

The dog is playing outside when it sees the cat.
The cat jumps onto the dog’s back to play.
When they get home, the dog will run fast for the cat.
“Can you help me get the cat,” said the dog.
“Yes!” ran the cat up high and down.
The cat was so happy to see them!","**The Happy Forest of Squirrels**

In the heart of the forest lived a small group of squirrels. They had long been friends, sharing their favorite places—honeycombs, nests, and trees. The main tree was called Maple Tree, which had many holes filled with seeds from all the fruits grown by the squirrels. 

One day, a new squirrel came to join them. She was named Sparky. She loved singing songs, playing games, and exploring new places. Soon after, more squirrels joined the group, each bringing their own unique skills and ideas. There were no longer just the usual ones—they were all part of a big family.

One morning, the group went on a journey. They traveled through different kinds of woods, meeting birds, animals, and even a river. Along the way, they learned about nature and made new frie…","The story includes above-level words such as 'playing,' 'outside,' 'jumps,' 'onto,' 'back,' 'home,' and 'happy,' which are not short-vowel words.","Short-vowel words are rarely present, and most words do not practice the target pattern.","The story is confusing, with unclear actions and dialogue that do not logically connect, making it difficult to follow.","The story is disjointed, lacks a clear sequence of events, and does not have a clear beginning, middle, and ending."
incomplete_narrative,2,blends_digraphs_1,1,1001,"consonant blends, consonant digraphs",2,generation behavior,Tuned narrative_completeness_score == 0. additional flagged example.,0.4282,0.4977,0.9259,0.5023,0.0741,1.9302,0.2593,1.0,0.0,215,27,2,1,0,0,0,0,0,0,0,"Title: The Frog

The frog is in the pond.  
The frog jumps to the moon.  
The sun shines on the frog.  
The dog runs past the pond.","**The Happy Forest Adventure**

One day, a little red squirrel named Mira noticed something unusual in her favorite forest. She found a small tree with big leaves and a bright red apple on top of it. As she looked around, she saw a new animal—a curious yellow bear who was always looking for adventure.

The bear had been following Mira all over the forest, but now they were together! They both wanted to explore more. After a while, Mira helped the bear find a safe place to rest by building a tiny nest made from sticks and leaves. The bear said, “I can take you somewhere,” and they both started walking through the forest.

As they walked, they met many interesting creatures: a wise old owl, a clever fox, and a funny eagle. They learned about different animals and how they lived. Mira was es…",All vocabulary stays within the allowed phonics progression of consonant blends and digraphs.,"There are a few words with consonant blends and digraphs, but the patterns are not emphasized throughout.",The events are disjointed and do not form a logical or understandable sequence.,"The story lacks a clear beginning, middle, and ending, and reads as a disconnected set of statements."
incomplete_narrative,3,diphthongs_digraphs_1,1,1001,"diphthongs, consonant digraphs",2,generation behavior,Tuned narrative_completeness_score == 0. additional flagged example.,0.1634,0.7981,0.9615,0.2019,0.0385,0.2019,0.0385,1.0,0.5,208,78,0,0,0,0,0,0,0,0,0,"Title: The Big Dog

The dog has a big tail, he can run fast,
His fur is white on his back.
He likes to jump high when it’s hot outside,
But he doesn’t like to play if there is no rain.
The cat likes to nap at night while the sun shines,
but she can get lost by the moonlight.
They have a long way to go on their trip!
Their big tails will help them stay safe!","**The Happy Garden of Lila**

In a small village nestled between two hills, there lived a girl named Lila who loved playing with her stuffed animals. One day, she found a box full of toys. She opened it and saw a big picture on the front. It was a map to a faraway land where all the stars were alive.

Lila had always thought of herself as a curious child, but one day she realized something new. The stars didn’t just shine; they sang stories. They told tales about adventure and magic. Each star had its own name—*a brave knight*, *a wise owl*, *a happy rabbit*—and each one had their own special way to tell their story.

One night, the sky began to change colors. A storm came, but instead of rain, there were clouds made from dreams. These clouds were real and could be heard by Lila, who felt…","The story uses many words outside the diphthongs and consonant digraphs progression, such as 'outside,' 'doesn’t,' and 'moonlight.'","There is almost no emphasis on diphthongs or consonant digraphs, with very few target-pattern words present.","The story is confusing and disjointed, with unclear relationships between events and characters.","The story lacks a clear beginning, middle, and ending, instead presenting a series of loosely connected statements."
incomplete_narrative,4,final_e_blends_1,1,1001,"final-e words, consonant blends",2,generation behavior,Tuned narrative_completeness_score == 0. additional flagged example.,0.3084,0.6202,0.9286,0.3798,0.0714,1.125,0.1786,1.0,0.0,208,28,2,0,0,0,0,0,0,1,0,"Title: The Big Bat

The bat is big.  
The bat has a lot of fun.  
The bats can play in the sun.  
There was a bat at home.","**The Happy Garden of Lila**

Lila was a young girl who lived in a small garden. She loved to play with her friends and her dog, Max. One day, they decided to go on an adventure together. They wanted to visit a place called ""The Grove of Echoes."" There, they would find old books, shiny stones, and colorful flowers.

As they walked through the grove, they met a wise old man named Grumble. He told them about a magical tree that could bring new stories to life. The tree had many fruits, each one different every year. But the most interesting fruit was a cherry that said, “I am happy.” 

Max got a cherry, and soon after, they found more stories hidden within the trees. Each tree told a tale from their lives. The first one was a cat with a big tail, but now it's a friendly squirrel. The second…","All vocabulary stays within the short-vowel and basic consonant patterns, which is below the requested ceiling.",Neither final-e words nor consonant blends are present in the story.,The sentences are disjointed and do not form a logical or consistent narrative.,"The story lacks a clear beginning, middle, and ending, and reads as a disconnected set of statements."
incomplete_narrative,5,multisyllabic_vowel_teams_r_controlled_1,3,1003,"multisyllabic words, vowel teams, r-controlled vowels",3,generation behavior,Tuned narrative_completeness_score == 0. additional flagged example.,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,138,76,1,0,0,0,0,0,1,2,2,"Title: A Family on the Farm

Dad is at the barn with his kids, while Mom is reading to them.  
The dogs come and run up to the barn when they hear the news.  
Mom says to Dad, “You can go back home if you want!”  
“Go! I am going to be there,” said Dad.  
The children ran out of the barn, but they did not forget about dad.  
They will visit their grandparent this week!","**The Forest's Whisper**

In a small forest where the trees hummed with old songs, there lived a curious young squirrel named Tim. One day, he noticed something unusual: a strange shape was growing in the moss under a tree. The next morning, he found a new creature — a giant raccoon! Tim felt so happy to see such an animal. But then he heard a voice saying, *""Look at the plant!""* And just then, a leaf fell from the oak tree, revealing a map of a hidden path leading deep into the forest. As they walked along, Tim saw many things — a river, a bridge, a pond full of water, and even a big stone made of wood. He learned how to listen carefully and find what others didn't. Now, he knew more about the world than ever before. 🌿✨","Most vocabulary stays within the requested phonics progression, but some words like 'news' and 'forget' are above the target level.","There is minimal use of multisyllabic words, vowel teams, or r-controlled vowels, with almost no repetition or emphasis.","The story is confusing, with unclear actions and relationships between events and characters.","The story lacks a clear beginning, middle, and ending, and feels disjointed and incomplete."
